"SpeciesId","Species Name","CU","CU Name","Year","T_Idx_E","ExpFactor1","AdjSum","ExpFactor2","ObsE","ExpFactor3","TE","CDN Harvest","CDN ER","TRTC","Total Harvest","Total ER","Total Run","Q1","Q2","Q3"
"CM","Chum","CM_28","Middle Skeena",1957,400,5.48979591836735,2195.91836734694,1.77596172935913,3899.86698120496,1.5,5849.80047180743,4632.51527850156,0.360596303088912,10482.315750309,6997.01808628334,0.544649872234453,12846.8185580908,1.5,0.910780669144981,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1958,400,5.48979591836735,2195.91836734694,1.77596172935913,3899.86698120496,1.5,5849.80047180743,3786.50225136718,0.320619130197643,9636.30272317461,5960.16934824984,0.504672699343184,11809.9698200573,1.5,0.910780669144981,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1959,750,5.48979591836735,4117.34693877551,1.77596172935913,7312.25058975929,1.5,10968.3758846389,5757.71509241826,0.280877766716662,16726.0909770572,9530.63035470648,0.464931335862202,20499.0062393454,1.5,0.910780669144981,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1960,100,1,100,1.77596172935913,177.596172935913,1.5,266.39425940387,123.625758525683,0.258632869579853,390.020017929553,211.602828617121,0.442686438725394,477.997088020991,1.5,5,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1961,25,5.48979591836735,137.244897959184,1.77596172935913,243.74168632531,1.5,365.612529487965,216.515374483607,0.30348132400065,582.127903971572,347.82634585826,0.487534893146191,713.438875346225,1.5,0.910780669144981,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1962,50,1,50,1.77596172935913,88.7980864679567,1.5,133.197129701935,53.301044444631,0.233196904872821,186.498174146566,95.3695593529643,0.417250474018362,228.566689054899,1.5,5,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1963,,,,,,,,,,,,,,,,
"CM","Chum","CM_28","Middle Skeena",1964,575,1,575,1.77596172935913,1021.1779943815,1.5,1531.76699157225,699.792276927786,0.255871765880787,2231.55926850004,1203.16655812555,0.439925335026328,2734.9335496978,1.5,5,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1965,425,1,425,1.77596172935913,754.783734977632,1.5,1132.17560246645,539.901861656476,0.263463270382247,1672.07746412292,917.073466950918,0.447516839527787,2049.24906941737,1.5,5,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1966,225,1,225,1.77596172935913,399.591389105805,1.5,599.387083658708,321.374016405232,0.284790464798092,920.76110006394,529.070698918658,0.468844033943632,1128.45778257737,1.5,5,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1967,150,1.22272727272727,183.409090909091,1.77596172935913,325.727526271096,1.5,488.591289406644,440.500975546692,0.386856303020974,929.092264953336,650.076924363702,0.570909872166515,1138.66821377035,1.5,4.08921933085502,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1968,75,5.48979591836735,411.734693877551,1.77596172935913,731.225058975929,1.5,1096.83758846389,638.795185520691,0.300306988601063,1735.63277398458,1030.30300355638,0.484360557746604,2127.14059202028,1.5,0.910780669144981,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1969,100,1,100,1.77596172935913,177.596172935913,1.5,266.39425940387,131.512910004073,0.269679708683744,397.907169407944,221.269090004075,0.453733277829285,487.663349407945,1.5,5,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1970,75,1.43308270676692,107.481203007519,1.77596172935913,190.882503166833,1.5,286.32375475025,112.077629428983,0.229540722855687,398.401384179233,201.945289777621,0.413594292001228,488.26904452787,1.5,3.48898216159496,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1971,75,1.43308270676692,107.481203007519,1.77596172935913,190.882503166833,1.5,286.32375475025,146.422271423531,0.276080478016119,432.746026173781,244.03707509076,0.460134047161659,530.360829841009,1.5,3.48898216159496,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1972,950,1,950,1.77596172935913,1687.16364289118,1.5,2530.74546433677,1279.26409922815,0.273965447716302,3810.00956356492,2138.69044406604,0.458019016861843,4669.43590840281,1.5,5,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1973,475,1,475,1.77596172935913,843.581821445589,1.5,1265.37273216838,594.722801983307,0.26088012078764,1860.09553415169,1014.30576609259,0.444933689933181,2279.67849826097,1.5,5,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1974,600,1,600,1.77596172935913,1065.57703761548,1.5,1598.36555642322,1185.21333869809,0.347419861246527,2783.57889512131,1813.10704749068,0.531473430392067,3411.4726039139,1.5,5,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1975,400,1,400,1.77596172935913,710.384691743654,1.5,1065.57703761548,445.033469941194,0.240381931406411,1510.61050755667,785.782868419972,0.424435500551952,1851.35990603545,1.5,5,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1976,150,1,150,1.77596172935913,266.39425940387,1.5,399.591389105805,96.94319068664,0.159305018533597,496.534579792445,208.946820041667,0.343358587679137,608.538209147473,1.5,5,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1977,225,1,225,1.77596172935913,399.591389105805,1.5,599.387083658708,534.181578259478,0.38450564738749,1133.56866191819,789.881401444061,0.568559216533031,1389.26848510277,1.5,5,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1978,225,1,225,1.77596172935913,399.591389105805,1.5,599.387083658708,295.331120036314,0.269329910041732,894.718203695022,497.153289412197,0.453383479187273,1096.54037307091,1.5,5,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1979,,,,,,,,,,,,,,,,
"CM","Chum","CM_28","Middle Skeena",1980,,,,,,,,,,,,,,,,
"CM","Chum","CM_28","Middle Skeena",1981,25,89.1818181818182,2229.54545454545,1.77596172935913,3959.58740113934,1.5,5939.38110170901,4755.09112481742,0.36279486724542,10694.4722265264,7167.45020745816,0.546848436390961,13106.8313091672,1.5,0.0560652395514781,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1982,10,89.1818181818182,891.818181818182,1.77596172935913,1583.83496045574,1.5,2375.75244068361,783.453544579977,0.224255830587798,3159.20598526358,1117.81801644325,0.319964354565374,3493.57045712686,1.5,0.0560652395514781,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1983,10,89.1818181818182,891.818181818182,1.77596172935913,1583.83496045574,1.5,2375.75244068361,1180.52243834904,0.244142487351667,3556.27487903265,2459.63058156192,0.508673370909029,4835.38302224552,1.5,0.0560652395514781,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1984,2030,1,2030,1.77596172935913,3605.20231059904,1.5,5407.80346589856,2051.68588206256,0.2211461714367,7459.48934796112,3869.70682846266,0.417106174575158,9277.51029436122,1.5,5,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1985,35,89.1818181818182,3121.36363636364,1.77596172935913,5543.42236159508,1.5,8315.13354239262,4217.23566597736,0.283519674951798,12532.36920837,6559.44497387561,0.44098358596861,14874.5785162682,1.5,0.0560652395514781,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1986,750,1.01134020618557,758.505154639175,1.77596172935913,1347.07612616081,1.5,2020.61418924121,1064.2275363099,0.273672617001655,3084.84172555111,1868.07422967891,0.480386708431032,3888.68841892012,1.5,4.94393476044852,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1987,450,1.01134020618557,455.103092783505,1.77596172935913,808.245675696484,1.5,1212.36851354473,619.079428757658,0.311334448038338,1831.44794230238,776.102189451251,0.39030104304877,1988.47070299598,1.5,4.94393476044852,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1988,5000,1.01134020618557,5056.70103092783,1.77596172935913,8980.50750773871,1.5,13470.7612616081,9190.13716253724,0.351128476597716,22660.8984241453,12702.3855352161,0.485321296434916,26173.1467968241,1.5,4.94393476044852,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1989,1500,1.01134020618557,1517.01030927835,1.77596172935913,2694.15225232161,1.5,4041.22837848242,1475.31558781204,0.204027577135598,5516.54396629446,3189.73328133055,0.441121586781177,7230.96165981297,1.5,4.94393476044852,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1990,1600,1,1600,1.77596172935913,2841.53876697461,1.5,4262.30815046192,2350.70005067681,0.300871502134062,6613.00820113873,3550.66195140365,0.454457383697888,7812.97010186557,1.5,5,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1991,1575,1,1575,1.77596172935913,2797.13972374064,1.5,4195.70958561095,2431.84223001879,0.255079566671982,6627.55181562974,5337.95185872576,0.559905749736547,9533.66144433671,1.5,5,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1992,1250,1,1250,1.77596172935913,2219.95216169892,1.5,3329.92824254838,3036.31300401176,0.399609113855811,6366.24124656014,4268.27935265512,0.561748188526666,7598.20759520349,1.5,5,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1993,612,1,612,1.77596172935913,1086.88857836779,1.5,1630.33286755169,872.916242025873,0.278679983145983,2503.24910957756,1501.99200261528,0.479513481159193,3132.32487016696,1.5,5,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1994,500,1.08141221374046,540.706106870229,1.77596172935913,960.273352632297,1.5,1440.41002894844,487.454951964122,0.196547924793346,1927.86498091257,1039.67187716499,0.419208686052741,2480.08190611344,1.5,4.62358380686832,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1995,350,1.08141221374046,378.49427480916,1.77596172935913,672.191346842608,1.5,1008.28702026391,481.428326199641,0.270790954601091,1489.71534646355,769.572683022136,0.432864686454011,1777.85970328605,1.5,4.62358380686832,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1996,300,1.08141221374046,324.423664122137,1.77596172935913,576.164011579378,1.5,864.246017369067,353.800268282542,0.236952812051842,1218.04628565161,628.879407979908,0.421183242414431,1493.12542534897,1.5,4.62358380686832,2.81537598324502
"CM","Chum","CM_28","Middle Skeena",1997,200,1.08141221374046,216.282442748092,1.77596172935913,384.109341052919,1.5,576.164011579378,103.354480175794,0.132937467010224,679.518491755172,201.302886957551,0.258921488923029,777.466898536929,1.5,4.62358380686832,2.81537598324502
